year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",17.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,197.00,155.00,0.00,42.00,0.00,0.00
2024,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",101.00,12.00,3.67,0.79,3.06,0.00,4.48,0.00,0.00,647.00,185.00,129.00,89.00,0.00,244.00
2024,12,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",48.00,8.00,4.14,0.00,1.34,0.00,2.52,0.00,1.00,505.00,270.00,0.00,62.00,0.00,173.00
2024,12,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",83.00,15.00,5.27,0.00,3.60,0.00,6.12,0.00,0.00,659.00,243.00,0.00,153.00,0.00,263.00
2024,12,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",29.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
2024,12,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",90.00,8.00,1.65,0.00,3.40,0.00,2.95,0.00,0.00,889.00,601.00,0.00,135.00,0.00,153.00
2024,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",435.00,102.00,15.13,0.74,23.55,0.00,62.59,1.00,0.00,7043.00,1944.00,111.00,906.00,0.00,4082.00
2024,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",142.00,30.00,6.29,0.00,6.71,0.00,16.99,0.00,0.00,2413.00,1046.00,0.00,396.00,0.00,971.00
2024,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",94.00,23.00,10.01,1.97,5.19,0.00,5.83,2.00,3.00,2204.00,665.00,996.00,216.00,0.00,327.00
2024,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",231.00,53.00,12.70,1.00,15.91,0.69,22.71,0.00,0.00,3403.00,728.00,144.00,598.00,24.00,1909.00
2024,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",10.00,3.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,71.00,0.00,33.00,38.00,0.00,0.00
2024,12,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",12.00,3.00,0.00,0.00,2.30,0.00,0.70,0.00,0.00,137.00,0.00,0.00,102.00,0.00,35.00
2024,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",104.00,27.00,5.71,0.97,10.85,0.00,9.47,0.00,0.00,1243.00,233.00,136.00,401.00,0.00,473.00
2024,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",19.00,2.00,0.84,0.00,1.16,0.00,0.00,0.00,0.00,83.00,54.00,0.00,29.00,0.00,0.00
2024,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",103.00,20.00,9.46,0.00,2.61,0.00,7.93,0.00,0.00,1293.00,690.00,0.00,63.00,0.00,540.00
2024,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",52.00,11.00,4.18,0.95,2.90,0.00,2.97,0.00,0.00,598.00,226.00,39.00,101.00,0.00,232.00
2024,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",104.00,20.00,4.55,0.00,4.17,0.00,11.28,1.00,1.00,1146.00,438.00,0.00,131.00,0.00,577.00
2024,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",38.00,1.00,0.00,0.00,0.42,0.00,0.58,0.00,0.00,19.00,0.00,0.00,8.00,0.00,11.00
2024,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",40.00,8.00,2.50,0.53,1.80,0.00,3.17,0.00,0.00,507.00,60.00,56.00,211.00,0.00,180.00
2024,12,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",8.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,236.00,0.00,0.00,236.00,0.00,0.00
2024,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",127.00,24.00,11.68,0.37,4.99,0.00,6.96,0.00,0.00,1745.00,482.00,40.00,216.00,0.00,1007.00
2024,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",39.00,13.00,5.27,0.00,1.82,0.00,5.91,0.00,0.00,707.00,292.00,0.00,92.00,0.00,323.00
2024,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",269.00,54.00,16.55,0.29,16.77,0.00,20.39,0.00,0.00,2659.00,873.00,45.00,521.00,0.00,1220.00
2024,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",78.00,19.00,4.29,2.30,1.69,0.00,10.72,0.00,0.00,1114.00,242.00,186.00,50.00,0.00,636.00
2024,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",295.00,62.00,17.99,1.00,18.66,0.00,24.35,0.00,1.00,3248.00,1025.00,32.00,681.00,0.00,1510.00
2024,12,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",207.00,49.00,21.59,4.24,1.65,0.00,21.52,6.00,0.00,5433.00,1615.00,809.00,62.00,0.00,2947.00
2024,12,AA,American Airlines Network,ALB,"Albany, NY: Albany International",109.00,29.00,11.15,1.31,4.93,0.00,11.61,0.00,2.00,1596.00,406.00,129.00,168.00,0.00,893.00
2024,12,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",27.00,11.00,2.98,0.73,0.00,0.00,7.29,0.00,0.00,648.00,101.00,69.00,0.00,0.00,478.00
2024,12,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",17.00,3.00,1.00,0.82,0.00,0.00,1.18,0.00,0.00,1097.00,38.00,729.00,0.00,0.00,330.00
2024,12,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",536.00,124.00,50.73,3.26,21.85,0.00,48.15,6.00,3.00,9049.00,3816.00,546.00,1090.00,0.00,3597.00
2024,12,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1037.00,253.00,94.96,8.92,51.89,1.06,96.18,10.00,1.00,20609.00,7225.00,1081.00,2531.00,61.00,9711.00
2024,12,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,19.00
2024,12,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",66.00,9.00,4.45,0.56,0.48,0.00,3.51,0.00,1.00,395.00,199.00,20.00,12.00,0.00,164.00
2024,12,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",311.00,77.00,30.21,2.95,9.73,0.25,33.86,2.00,0.00,5130.00,2147.00,363.00,415.00,18.00,2187.00
2024,12,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",51.00,13.00,3.70,0.35,0.01,0.00,8.94,0.00,0.00,1510.00,499.00,47.00,1.00,0.00,963.00
2024,12,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",78.00,22.00,6.59,0.56,3.58,0.00,11.27,1.00,0.00,1325.00,353.00,40.00,261.00,0.00,671.00
2024,12,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",574.00,143.00,51.46,4.56,26.69,0.00,60.29,10.00,1.00,10779.00,3350.00,1120.00,961.00,0.00,5348.00
2024,12,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",88.00,22.00,10.78,1.37,2.81,0.00,7.03,2.00,0.00,1021.00,542.00,46.00,116.00,0.00,317.00
2024,12,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1237.00,282.00,68.33,6.03,79.95,0.52,127.17,19.00,5.00,23821.00,4977.00,1831.00,4696.00,23.00,12294.00
2024,12,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,12,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",118.00,42.00,19.98,1.50,6.59,0.00,13.94,1.00,0.00,2308.00,877.00,186.00,223.00,0.00,1022.00
2024,12,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",96.00,10.00,3.13,2.08,0.85,0.00,3.94,1.00,1.00,1501.00,143.00,408.00,94.00,0.00,856.00
2024,12,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",275.00,74.00,32.85,1.55,7.95,1.00,30.66,3.00,0.00,5162.00,1976.00,189.00,352.00,44.00,2601.00
2024,12,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",52.00,19.00,5.11,0.04,7.13,0.00,6.72,1.00,0.00,2321.00,249.00,55.00,304.00,0.00,1713.00
2024,12,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",33.00,14.00,7.31,0.17,1.62,0.00,4.90,1.00,0.00,1479.00,605.00,10.00,98.00,0.00,766.00
2024,12,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",281.00,65.00,25.56,1.74,7.33,0.00,30.38,2.00,0.00,5837.00,2214.00,738.00,292.00,0.00,2593.00
2024,12,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",74.00,25.00,6.84,5.06,2.27,0.00,10.82,3.00,0.00,6084.00,998.00,2360.00,172.00,0.00,2554.00
2024,12,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",364.00,86.00,31.18,4.06,10.09,0.27,40.40,4.00,0.00,6487.00,2177.00,314.00,387.00,23.00,3586.00
2024,12,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9954.00,1917.00,594.62,82.50,424.75,6.38,808.75,30.00,9.00,171582.00,67626.00,6786.00,16266.00,220.00,80684.00
2024,12,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",271.00,71.00,31.32,0.25,6.03,0.35,33.05,2.00,0.00,4861.00,1892.00,26.00,292.00,13.00,2638.00
2024,12,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",92.00,23.00,10.93,1.88,2.07,0.00,8.11,1.00,0.00,2204.00,1056.00,238.00,148.00,0.00,762.00
2024,12,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",193.00,53.00,20.42,2.37,8.52,0.00,21.69,5.00,0.00,3340.00,1152.00,245.00,238.00,0.00,1705.00
2024,12,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",1991.00,397.00,111.65,12.09,101.80,0.87,170.59,10.00,10.00,31238.00,10518.00,2302.00,3863.00,26.00,14529.00
2024,12,AA,American Airlines Network,DEN,"Denver, CO: Denver International",726.00,175.00,66.56,4.46,27.94,1.41,74.63,13.00,0.00,11655.00,3968.00,443.00,1060.00,57.00,6127.00
2024,12,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13622.00,3036.00,795.72,161.48,934.51,11.70,1132.58,346.00,149.00,303265.00,95737.00,26955.00,56245.00,411.00,123917.00
2024,12,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",172.00,42.00,15.86,1.29,3.81,0.00,21.04,1.00,0.00,3514.00,740.00,218.00,129.00,0.00,2427.00
2024,12,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",431.00,115.00,32.55,3.14,13.54,0.06,65.71,1.00,1.00,7088.00,1637.00,292.00,522.00,14.00,4623.00
2024,12,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",13.00,2.00,0.10,0.31,0.00,0.00,1.60,0.00,0.00,94.00,4.00,16.00,0.00,0.00,74.00
2024,12,AA,American Airlines Network,EGE,"Eagle, CO: Eagle County Regional",128.00,53.00,14.54,2.51,22.04,0.00,13.91,2.00,1.00,6020.00,976.00,1283.00,1865.00,0.00,1896.00
2024,12,AA,American Airlines Network,ELP,"El Paso, TX: El Paso International",239.00,78.00,36.55,5.95,2.68,0.00,32.82,7.00,0.00,6741.00,3180.00,632.00,167.00,0.00,2762.00
2024,12,AA,American Airlines Network,EUG,"Eugene, OR: Mahlon Sweet Field",59.00,14.00,4.26,0.00,2.36,0.00,7.39,0.00,0.00,916.00,259.00,0.00,106.00,0.00,551.00
2024,12,AA,American Airlines Network,EWR,"Newark, NJ: Newark Liberty International",519.00,202.00,47.77,4.25,91.46,0.81,57.71,3.00,1.00,14255.00,2995.00,401.00,4058.00,41.00,6760.00
2024,12,AA,American Airlines Network,EYW,"Key West, FL: Key West International",187.00,43.00,12.64,0.97,19.06,0.00,10.33,1.00,6.00,3948.00,710.00,405.00,1113.00,0.00,1720.00
2024,12,AA,American Airlines Network,FAT,"Fresno, CA: Fresno Yosemite International",150.00,41.00,18.36,3.60,2.25,0.00,16.78,2.00,0.00,2682.00,1366.00,419.00,69.00,0.00,828.00
2024,12,AA,American Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",640.00,161.00,48.82,4.75,38.70,0.00,68.72,6.00,1.00,9495.00,2737.00,449.00,1630.00,0.00,4679.00
2024,12,AA,American Airlines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62.00,23.00,9.45,1.15,1.63,0.00,10.77,2.00,0.00,2135.00,841.00,78.00,66.00,0.00,1150.00
2024,12,AA,American Airlines Network,GEG,"Spokane, WA: Spokane International",99.00,26.00,10.25,1.44,0.88,0.00,13.43,1.00,0.00,2431.00,648.00,423.00,48.00,0.00,1312.00
2024,12,AA,American Airlines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",225.00,71.00,20.72,2.57,10.71,0.00,37.00,1.00,1.00,4960.00,1048.00,516.00,432.00,0.00,2964.00
2024,12,AA,American Airlines Network,GSO,"Greensboro/High Point, NC: Piedmont Triad International",73.00,20.00,6.16,1.54,2.57,0.00,9.73,1.00,0.00,1341.00,232.00,217.00,105.00,0.00,787.00
2024,12,AA,American Airlines Network,GSP,"Greer, SC: Greenville-Spartanburg International",60.00,24.00,11.94,1.00,1.72,0.00,9.33,3.00,0.00,1195.00,573.00,17.00,72.00,0.00,533.00
2024,12,AA,American Airlines Network,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",23.00,7.00,2.62,1.30,0.11,0.00,2.97,2.00,1.00,719.00,321.00,166.00,16.00,0.00,216.00
2024,12,AA,American Airlines Network,HDN,"Hayden, CO: Yampa Valley",23.00,8.00,3.58,0.19,1.40,0.00,2.83,1.00,1.00,659.00,189.00,15.00,59.00,0.00,396.00
2024,12,AA,American Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",212.00,29.00,18.36,0.00,4.32,0.00,6.32,0.00,0.00,2031.00,927.00,0.00,157.00,0.00,947.00
2024,12,AA,American Airlines Network,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,76.00,0.00,0.00,0.00,0.00
2024,12,AA,American Airlines Network,IAD,"Washington, DC: Washington Dulles International",60.00,19.00,7.20,1.04,4.23,0.00,6.53,1.00,0.00,1298.00,316.00,117.00,117.00,0.00,748.00
2024,12,AA,American Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",551.00,161.00,51.56,3.89,42.37,0.16,63.01,6.00,1.00,10399.00,2146.00,1670.00,2003.00,17.00,4563.00
2024,12,AA,American Airlines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",20.00,6.00,1.06,0.00,1.70,0.00,3.24,0.00,0.00,329.00,34.00,0.00,73.00,0.00,222.00
2024,12,AA,American Airlines Network,ILM,"Wilmington, NC: Wilmington International",87.00,19.00,5.87,0.42,4.34,0.00,8.37,0.00,1.00,1197.00,556.00,18.00,89.00,0.00,534.00
2024,12,AA,American Airlines Network,IND,"Indianapolis, IN: Indianapolis International",493.00,125.00,47.82,3.07,16.03,0.28,57.79,4.00,1.00,8859.00,2938.00,989.00,568.00,59.00,4305.00
2024,12,AA,American Airlines Network,JAC,"Jackson, WY: Jackson Hole",52.00,17.00,4.25,2.90,4.55,0.00,5.30,3.00,2.00,5167.00,367.00,1392.00,481.00,0.00,2927.00
2024,12,AA,American Airlines Network,JAX,"Jacksonville, FL: Jacksonville International",546.00,139.00,49.78,2.53,20.36,0.70,65.64,5.00,0.00,8443.00,3197.00,228.00,843.00,16.00,4159.00
2024,12,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1155.00,258.00,70.50,5.37,94.54,1.24,86.36,2.00,2.00,22404.00,6889.00,374.00,5933.00,37.00,9171.00
2024,12,AA,American Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",75.00,9.00,4.64,0.00,1.00,0.00,3.36,0.00,0.00,560.00,335.00,0.00,17.00,0.00,208.00
2024,12,AA,American Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",1210.00,255.00,100.41,7.83,42.68,3.16,100.92,11.00,3.00,17660.00,5261.00,1795.00,1477.00,207.00,8920.00
2024,12,AA,American Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",2494.00,446.00,170.90,11.46,106.69,2.91,154.05,9.00,2.00,29893.00,12507.00,1637.00,3483.00,112.00,12154.00
2024,12,AA,American Airlines Network,LBB,"Lubbock, TX: Lubbock Preston Smith International",56.00,28.00,11.02,2.27,1.03,0.00,13.68,1.00,0.00,3350.00,2049.00,182.00,67.00,0.00,1052.00
2024,12,AA,American Airlines Network,LEX,"Lexington, KY: Blue Grass",7.00,3.00,1.84,0.00,0.20,0.00,0.96,0.00,0.00,128.00,68.00,0.00,3.00,0.00,57.00
2024,12,AA,American Airlines Network,LGA,"New York, NY: LaGuardia",1471.00,384.00,103.16,9.99,117.74,1.85,151.26,4.00,6.00,28209.00,6856.00,1116.00,5228.00,105.00,14904.00
2024,12,AA,American Airlines Network,LIH,"Lihue, HI: Lihue Airport",75.00,6.00,2.11,0.00,1.00,0.00,2.89,0.00,0.00,375.00,155.00,0.00,36.00,0.00,184.00
2024,12,AA,American Airlines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",54.00,21.00,6.92,0.67,2.56,0.00,10.85,3.00,0.00,1321.00,223.00,129.00,110.00,0.00,859.00
2024,12,AA,American Airlines Network,MCI,"Kansas City, MO: Kansas City International",424.00,95.00,31.28,3.11,9.99,0.00,50.63,6.00,0.00,6287.00,1405.00,593.00,379.00,0.00,3910.00
2024,12,AA,American Airlines Network,MCO,"Orlando, FL: Orlando International",1632.00,411.00,127.59,8.23,115.35,1.13,158.71,11.00,3.00,27496.00,7635.00,1033.00,5456.00,35.00,13337.00
2024,12,AA,American Airlines Network,MDT,"Harrisburg, PA: Harrisburg International",90.00,24.00,9.03,0.22,2.37,0.00,12.38,0.00,1.00,2225.00,1189.00,56.00,67.00,0.00,913.00
2024,12,AA,American Airlines Network,MEM,"Memphis, TN: Memphis International",299.00,91.00,34.59,2.69,12.15,0.00,41.56,3.00,0.00,6826.00,1803.00,322.00,415.00,0.00,4286.00
2024,12,AA,American Airlines Network,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",167.00,55.00,23.04,4.50,3.58,0.00,23.88,4.00,0.00,4937.00,1886.00,453.00,303.00,0.00,2295.00
2024,12,AA,American Airlines Network,MIA,"Miami, FL: Miami International",5361.00,1155.00,394.88,28.04,367.36,4.15,360.57,18.00,3.00,91297.00,36649.00,2867.00,17011.00,217.00,34553.00
2024,12,AA,American Airlines Network,MKE,"Milwaukee, WI: General Mitchell International",220.00,68.00,27.39,0.42,5.60,0.00,34.59,4.00,0.00,6191.00,2482.00,65.00,218.00,0.00,3426.00
2024,12,AA,American Airlines Network,MRY,"Monterey, CA: Monterey Regional",26.00,4.00,1.10,0.00,0.98,0.00,1.92,0.00,1.00,213.00,81.00,0.00,39.00,0.00,93.00
2024,12,AA,American Airlines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",178.00,54.00,29.64,2.23,10.98,0.00,11.15,2.00,0.00,4001.00,2031.00,528.00,354.00,0.00,1088.00
2024,12,AA,American Airlines Network,MSO,"Missoula, MT: Missoula Montana",12.00,1.00,0.30,0.00,0.70,0.00,0.00,1.00,0.00,20.00,6.00,0.00,14.00,0.00,0.00
2024,12,AA,American Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",420.00,88.00,28.63,1.96,13.97,0.45,42.99,8.00,0.00,5540.00,1634.00,189.00,494.00,9.00,3214.00
2024,12,AA,American Airlines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",567.00,120.00,53.06,4.52,14.56,0.00,47.86,4.00,0.00,9874.00,3296.00,1435.00,642.00,0.00,4501.00
2024,12,AA,American Airlines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",41.00,12.00,4.06,0.64,3.72,0.00,3.58,0.00,0.00,1007.00,244.00,34.00,150.00,0.00,579.00
2024,12,AA,American Airlines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",14.00,3.00,0.07,0.00,1.00,0.00,1.93,0.00,0.00,160.00,8.00,0.00,20.00,0.00,132.00
2024,12,AA,American Airlines Network,OGG,"Kahului, HI: Kahului Airport",93.00,12.00,5.16,2.05,0.00,0.00,4.79,0.00,0.00,1451.00,504.00,167.00,0.00,0.00,780.00
2024,12,AA,American Airlines Network,OKC,"Oklahoma City, OK: Will Rogers World",227.00,71.00,26.80,3.95,5.37,0.00,34.88,3.00,0.00,5283.00,1646.00,387.00,332.00,0.00,2918.00
2024,12,AA,American Airlines Network,OMA,"Omaha, NE: Eppley Airfield",242.00,63.00,23.33,3.01,5.55,0.65,30.45,0.00,0.00,6025.00,2558.00,431.00,227.00,15.00,2794.00
2024,12,AA,American Airlines Network,ONT,"Ontario, CA: Ontario International",304.00,53.00,16.39,1.55,6.14,0.00,28.92,3.00,0.00,4114.00,744.00,197.00,228.00,0.00,2945.00
2024,12,AA,American Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",3892.00,721.00,241.46,12.70,142.54,1.56,322.73,17.00,0.00,73491.00,29689.00,2350.00,5621.00,76.00,35755.00
2024,12,AA,American Airlines Network,ORF,"Norfolk, VA: Norfolk International",157.00,35.00,14.94,1.63,5.23,0.00,13.20,1.00,0.00,3323.00,1299.00,253.00,234.00,0.00,1537.00
2024,12,AA,American Airlines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",613.00,187.00,52.32,2.32,64.91,0.00,67.45,3.00,2.00,11916.00,2679.00,197.00,3416.00,0.00,5624.00
2024,12,AA,American Airlines Network,PDX,"Portland, OR: Portland International",315.00,99.00,35.99,2.38,26.62,0.08,33.93,3.00,0.00,5282.00,1567.00,136.00,847.00,3.00,2729.00
2024,12,AA,American Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",3175.00,661.00,200.81,17.43,139.73,1.39,301.64,11.00,3.00,57199.00,19363.00,3058.00,4765.00,47.00,29966.00
2024,12,AA,American Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4529.00,707.00,255.59,22.52,145.90,1.24,281.76,13.00,2.00,67099.00,31017.00,2214.00,4633.00,75.00,29160.00
2024,12,AA,American Airlines Network,PIT,"Pittsburgh, PA: Pittsburgh International",366.00,79.00,28.90,2.55,9.04,0.22,38.29,2.00,0.00,6559.00,2772.00,456.00,263.00,59.00,3009.00
2024,12,AA,American Airlines Network,PNS,"Pensacola, FL: Pensacola International",90.00,44.00,11.47,2.15,6.72,0.00,23.66,1.00,0.00,4998.00,703.00,270.00,404.00,0.00,3621.00
2024,12,AA,American Airlines Network,PSP,"Palm Springs, CA: Palm Springs International",182.00,42.00,18.12,1.40,7.04,0.00,15.44,4.00,1.00,2993.00,834.00,441.00,317.00,0.00,1401.00
2024,12,AA,American Airlines Network,PVD,"Providence, RI: Rhode Island Tf Green International",144.00,24.00,8.61,0.26,2.34,0.00,12.79,0.00,0.00,1363.00,413.00,16.00,88.00,0.00,846.00
2024,12,AA,American Airlines Network,PWM,"Portland, ME: Portland International Jetport",67.00,16.00,5.50,1.92,1.60,1.00,5.98,0.00,0.00,2174.00,434.00,1219.00,94.00,17.00,410.00
2024,12,AA,American Airlines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",766.00,170.00,66.72,3.07,36.27,0.23,63.72,5.00,0.00,11209.00,4192.00,755.00,1185.00,17.00,5060.00
2024,12,AA,American Airlines Network,RIC,"Richmond, VA: Richmond International",292.00,74.00,29.75,2.06,6.68,1.00,34.51,3.00,0.00,4146.00,1826.00,92.00,228.00,15.00,1985.00
2024,12,AA,American Airlines Network,RNO,"Reno, NV: Reno/Tahoe International",172.00,32.00,11.23,1.77,4.01,0.00,14.99,3.00,1.00,1670.00,452.00,133.00,192.00,0.00,893.00
2024,12,AA,American Airlines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",85.00,19.00,7.85,0.00,3.12,0.00,8.03,0.00,0.00,1726.00,495.00,0.00,58.00,0.00,1173.00
2024,12,AA,American Airlines Network,RSW,"Fort Myers, FL: Southwest Florida International",540.00,158.00,39.70,2.84,52.76,0.00,62.69,7.00,4.00,12547.00,2501.00,481.00,2865.00,0.00,6700.00
2024,12,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",805.00,212.00,59.81,9.48,75.40,0.00,67.30,12.00,19.00,20460.00,4792.00,3410.00,3602.00,0.00,8656.00
2024,12,AA,American Airlines Network,SAT,"San Antonio, TX: San Antonio International",643.00,188.00,76.17,8.09,30.98,0.00,72.77,11.00,0.00,11869.00,4744.00,529.00,1176.00,0.00,5420.00
2024,12,AA,American Airlines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",112.00,42.00,9.22,0.87,6.51,0.00,25.40,2.00,0.00,5205.00,595.00,149.00,257.00,0.00,4204.00
2024,12,AA,American Airlines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",45.00,12.00,4.58,0.88,1.87,0.00,4.67,0.00,0.00,579.00,283.00,97.00,66.00,0.00,133.00
2024,12,AA,American Airlines Network,SBP,"San Luis Obispo, CA: San Luis County Regional",50.00,8.00,3.34,0.29,2.22,0.00,2.15,0.00,2.00,482.00,167.00,8.00,147.00,0.00,160.00
2024,12,AA,American Airlines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",186.00,50.00,26.90,0.54,2.79,0.00,19.77,0.00,0.00,3831.00,1883.00,45.00,81.00,0.00,1822.00
2024,12,AA,American Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",444.00,111.00,44.29,5.10,25.78,0.00,35.83,6.00,3.00,6115.00,1954.00,356.00,978.00,0.00,2827.00
2024,12,AA,American Airlines Network,SFO,"San Francisco, CA: San Francisco International",926.00,248.00,78.08,7.34,80.76,1.41,80.41,7.00,1.00,17157.00,5785.00,1103.00,3233.00,90.00,6946.00
2024,12,AA,American Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",113.00,31.00,9.91,1.36,4.72,0.00,15.01,1.00,0.00,2426.00,733.00,294.00,189.00,0.00,1210.00
